Date,Cost
2025-01-19,6747.13
2025-01-19,42.77
2025-01-19,21.09
2025-01-19,0
2025-01-19,5052.14
2025-01-19,44.51
2025-01-20,2345.62
2025-01-20,1318.79
2025-01-20,4633.85
2025-01-20,359.93
2025-01-20,1452.11
2025-01-20,702.1
2025-01-20,1096.57
2025-01-20,499.71
2025-01-20,671.11
2025-01-20,4057.64
2025-01-20,13.6
2025-01-20,5.99
2025-01-20,600.61
2025-01-20,594.89
2025-01-20,11496.12
2025-01-20,2132.05
2025-01-20,20.66
2025-01-21,2325.31
2025-01-21,1304.2
2025-01-21,3068.52
2025-01-21,38.21
2025-01-21,1451.91
2025-01-21,701.93
2025-01-21,1030.37
2025-01-21,499.83
2025-01-21,670.73
2025-01-21,3052.25
2025-01-21,3513.85
2025-01-21,2071.9
2025-01-21,482.2
2025-01-21,543.64
2025-01-21,4596.13
2025-01-22,2245.64
2025-01-22,1835.13
2025-01-22,1800.46
2025-01-22,1660.34
2025-01-22,64.42
2025-01-22,1452.21
2025-01-22,702.01
2025-01-22,1349.24
2025-01-22,499.52
2025-01-22,671.04
2025-01-22,3404.01
2025-01-22,4187.19
2025-01-22,1704.4
2025-01-22,549.89
2025-01-22,306.06
2025-01-22,6322.47
2025-01-23,2306.57
2025-01-23,1906.97
2025-01-23,1877.1
2025-01-23,1496.76
2025-01-23,51.47
2025-01-23,1451.86
2025-01-23,701.86
2025-01-23,1409.09
2025-01-23,500.07
2025-01-23,671.25
2025-01-23,3342.39
2025-01-23,1458.47
2025-01-23,432
2025-01-23,23.22
2025-01-23,6088.3
2025-01-24,2257.34
2025-01-24,1212.42
2025-01-24,1807.79
2025-01-24,2270.27
2025-01-24,47.24
2025-01-24,1452.04
2025-01-24,77.78
2025-01-24,1400.74
2025-01-24,499.78
2025-01-24,671.47
2025-01-24,2185.33
2025-01-24,420.08
2025-01-24,50.69
2025-01-24,3216.18
2025-01-25,1644.65
2025-01-25,2628.23
2025-01-25,1857.88
2025-01-25,150.11
2025-01-25,21.79
2025-01-25,1452.07
2025-01-25,1390.96
2025-01-25,501.28
2025-01-25,671.91
2025-01-25,1604.94
2025-01-25,178.22
2025-01-25,6.13
2025-01-25,3207.66
2025-01-26,1714.45
2025-01-26,1904.12
2025-01-26,1799.5
2025-01-26,50.52
2025-01-26,15.65
2025-01-26,1452.25
2025-01-26,1379.32
2025-01-26,500.14
2025-01-26,671.93
2025-01-26,2938.14
2025-01-26,76.02
2025-01-26,0.83
2025-01-26,2562.49
2025-01-27,3675.8
2025-01-27,1973.21
2025-01-27,1878.89
2025-01-27,2979.74
2025-01-27,2168.75
2025-01-27,1452.19
2025-01-27,1380.18
2025-01-27,500.2
2025-01-27,671.58
2025-01-27,2291.28
2025-01-27,600.89
2025-01-27,93.47
2025-01-27,4641.69
2025-01-28,2747.36
2025-01-28,1888.5
2025-01-28,1803.18
2025-01-28,0.18
2025-01-28,0
2025-01-28,8.59
2025-01-28,1569.86
2025-01-28,1095.27
2025-01-28,19.49
2025-01-28,740.4
2025-01-28,1451.99
2025-01-28,1005.29
2025-01-28,1348.59
2025-01-28,534.04
2025-01-28,500.47
2025-01-28,671.39
2025-01-28,1328.29
2025-01-28,1715.17
2025-01-28,1163.55
2025-01-28,5501.2
2025-01-29,1650.76
2025-01-29,1139.97
2025-01-29,1741.32
2025-01-29,12.99
2025-01-29,5.59
2025-01-29,324.86
2025-01-29,1753.41
2025-01-29,2.86
2025-01-29,11.97
2025-01-29,610.51
2025-01-29,873.84
2025-01-29,618.24
2025-01-29,784.4
2025-01-29,369.37
2025-01-29,704.27
2025-01-29,1394.42
2025-01-29,946.71
2025-01-29,645.28
2025-01-29,3257.11
2025-01-30,6210.46
2025-01-30,2310.58
2025-01-30,154.23
2025-01-30,875.51
2025-01-30,11.55
2025-01-30,3.31
2025-01-30,802.01
2025-01-30,2.22
2025-01-30,26.66
2025-01-30,4719.4
2025-01-30,4561.4
2025-01-30,15.31
2025-01-30,117.64
2025-01-30,1872.47
2025-01-30,1162.36
2025-01-30,1685.8
2025-01-30,1338.15
2025-01-30,567.28
2025-01-30,654.79
2025-01-30,3176.49
2025-01-30,567.96
2025-01-30,2096.7
2025-01-30,1019.7
2025-01-31,5978.73
2025-01-31,150.41
2025-01-31,150.32
2025-01-31,3892.34
2025-01-31,18.34
2025-01-31,48.63
2025-01-31,813.53
2025-01-31,0.81
2025-01-31,20.71
2025-01-31,1612.76
2025-01-31,4032.57
2025-01-31,17.9
2025-01-31,68.95
2025-01-31,1872.75
2025-01-31,958.89
2025-01-31,1536.87
2025-01-31,1340.32
2025-01-31,567.97
2025-01-31,660.67
2025-01-31,2343.44
2025-01-31,2601.81
2025-01-31,337.3
2025-01-31,4177.43
2025-02-01,3197.89
2025-02-01,162.06
2025-02-01,164.11
2025-02-01,2890.25
2025-02-01,8.97
2025-02-01,1.76
2025-02-01,75.51
2025-02-01,8.98
2025-02-01,100.41
2025-02-01,862.6
2025-02-01,17.1
2025-02-01,13.28
2025-02-01,1086.02
2025-02-01,1581.02
2025-02-01,3341.8
2025-02-01,504.12
2025-02-01,3.3
2025-02-01,5421.66
2025-02-02,2631.41
2025-02-02,173.2
2025-02-02,167.17
2025-02-02,2870.56
2025-02-02,0.96
2025-02-02,3.27
2025-02-02,0
2025-02-02,3.6
2025-02-02,404.57
2025-02-02,154.52
2025-02-02,214.78
2025-02-02,16.62
2025-02-02,1136.72
2025-02-02,1620.11
2025-02-02,3091.52
2025-02-02,1579.89
2025-02-02,10.35
2025-02-02,5415.6
2025-02-03,3674.61
2025-02-03,166.41
2025-02-03,171.55
2025-02-03,2813.61
2025-02-03,4.89
2025-02-03,82.05
2025-02-03,12.31
2025-02-03,56.92
2025-02-03,5902
2025-02-03,193.44
2025-02-03,402.46
2025-02-03,2029.64
2025-02-03,1157.12
2025-02-03,1069.17
2025-02-03,859.29
2025-02-03,1309.87
2025-02-03,735.57
2025-02-03,1151.14
2025-02-03,1772.43
2025-02-03,2350.39
2025-02-03,2305.75
2025-02-03,4509.37
2025-02-04,3501.74
2025-02-04,2464.86
2025-02-04,139.38
2025-02-04,12.57
2025-02-04,30.37
2025-02-04,25.19
2025-02-04,12.9
2025-02-04,6045.34
2025-02-04,1414
2025-02-04,1040.05
2025-02-04,1150.37
2025-02-04,1153.85
2025-02-04,1120.99
2025-02-04,732.46
2025-02-04,1541.72
2025-02-04,769.86
2025-02-04,1152.93
2025-02-04,1658.41
2025-02-04,2328.78
2025-02-04,1066.71
2025-02-04,4257.15
2025-02-05,4062.91
2025-02-05,2537.8
2025-02-05,6417.7
2025-02-05,397.85
2025-02-05,150.99
2025-02-05,3517.86
2025-02-05,1148.89
2025-02-05,1121.44
2025-02-05,704.27
2025-02-05,1544.34
2025-02-05,768.3
2025-02-05,1153.07
2025-02-05,420.23
2025-02-05,2078.64
2025-02-05,543.81
2025-02-05,3535
2025-02-06,2365.81
2025-02-06,2483.76
2025-02-06,0.01
2025-02-06,6578.67
2025-02-06,19.32
2025-02-06,1235.65
2025-02-06,1154.05
2025-02-06,1114.4
2025-02-06,709.16
2025-02-06,1545.21
2025-02-06,770.87
2025-02-06,1151.65
2025-02-06,2051.97
2025-02-07,2020.34
2025-02-07,2025.32
2025-02-07,930.07
2025-02-07,4596.66
2025-02-07,3.34
2025-02-07,207.7
2025-02-07,1154
2025-02-07,1114.18
2025-02-07,701.17
2025-02-07,1544.09
2025-02-07,768.95
2025-02-07,1152.38
2025-02-07,1502.12
2025-02-08,974.99
2025-02-08,3109.78
2025-02-08,3137.14
2025-02-08,342.48
2025-02-08,1154.32
2025-02-08,1122.11
2025-02-08,699.58
2025-02-08,1545.75
2025-02-08,769.64
2025-02-08,1153.02
2025-02-09,1118.18
2025-02-09,2579.36
2025-02-09,3986.7
2025-02-09,231.92
2025-02-09,1154.26
2025-02-09,1127.87
2025-02-09,710.66
2025-02-09,1545.82
2025-02-09,769.08
2025-02-09,1152.34
2025-02-10,2420.34
2025-02-10,3186.96
2025-02-10,725.08
2025-02-10,11229.25
2025-02-10,14.75
2025-02-10,1094.63
2025-02-10,1153.88
2025-02-10,1096.07
2025-02-10,702.96
2025-02-10,1545.26
2025-02-10,769.41
2025-02-10,1152.46
2025-02-10,706.98
2025-02-11,1666.98
2025-02-11,832.74
2025-02-11,2284.47
2025-02-11,3721.52
2025-02-11,399.26
2025-02-11,10566.73
2025-02-11,63
2025-02-11,591.43
2025-02-11,183.26
2025-02-11,389.45
2025-02-11,277.18
2025-02-11,662.92
2025-02-11,342.84
2025-02-11,409.9
2025-02-11,1457.36
2025-02-12,1628.87
2025-02-12,1941.09
2025-02-12,1180.3
2025-02-12,1470.15
2025-02-12,4702.77
2025-02-12,4461.66
2025-02-12,1038.75
2025-02-12,11001.76
2025-02-12,62.36
2025-02-12,765.53
2025-02-12,1450.28
2025-02-13,1622.23
2025-02-13,2031.71
2025-02-13,1227.41
2025-02-13,1541.63
2025-02-13,8503.91
2025-02-13,4695.87
2025-02-13,912.44
2025-02-13,11066.29
2025-02-13,3960.89
2025-02-13,702.46
2025-02-13,1450.02
2025-02-14,1656.09
2025-02-14,2028.65
2025-02-14,1228.71
2025-02-14,1534.27
2025-02-14,5910.24
2025-02-14,4704.86
2025-02-14,370.42
2025-02-14,8576.64
2025-02-14,1480.91
2025-02-14,156.35
2025-02-14,1088.64
2025-02-15,1649.55
2025-02-15,2018.33
2025-02-15,1226.85
2025-02-15,1529.39
2025-02-15,4288.59
2025-02-15,4617.84
2025-02-15,4957.76
2025-02-15,184.64
2025-02-16,1644.16
2025-02-16,2011.53
2025-02-16,1216.15
2025-02-16,1509.91
2025-02-16,3579.68
2025-02-16,4679.76
2025-02-16,3757.48
2025-02-16,142.46
2025-02-17,1636.73
2025-02-17,1900.15
2025-02-17,1214.27
2025-02-17,1528.3
2025-02-17,5622.07
2025-02-17,4611.13
2025-02-17,1133.1
2025-02-17,12259.16
2025-02-17,802.09
2025-02-17,309.4
2025-02-17,1562.95
2025-02-18,1631.64
2025-02-18,1987.48
2025-02-18,1212.19
2025-02-18,1514.19
2025-02-18,3061.22
2025-02-18,4638.5
2025-02-18,958.42
2025-02-18,7881.2
2025-02-18,250.63
2025-02-18,1739.75
2025-02-19,1598.38
2025-02-19,965.26
2025-02-19,1401.57
2025-02-19,1501.42
2025-02-19,2091.85
2025-02-19,4689.34
2025-02-19,987.55
2025-02-19,12649.27
2025-02-19,149.09
2025-02-19,1462.26
2025-02-20,1669.04
2025-02-20,0.95
2025-02-20,1465.02
2025-02-20,1494.57
2025-02-20,2077.46
2025-02-20,4159.41
2025-02-20,999.75
2025-02-20,523.48
2025-02-20,10787.89
2025-02-20,834.96
2025-02-20,798.23
2025-02-21,1658.49
2025-02-21,1166.36
2025-02-21,1448.68
2025-02-21,1485.32
2025-02-21,2510.44
2025-02-21,2843.64
2025-02-21,539.61
2025-02-21,2244.49
2025-02-21,1535.82
2025-02-22,1646.65
2025-02-22,1514.53
2025-02-22,1442.03
2025-02-22,1474.73
2025-02-22,1718.03
2025-02-22,2743.05
2025-02-22,513.81
2025-02-22,1506.26
2025-02-22,898.82
2025-02-23,1634.21
2025-02-23,1548.12
2025-02-23,1432.1
2025-02-23,1460.47
2025-02-23,1078.96
2025-02-23,2759.43
2025-02-23,507.43
2025-02-23,1494.47
2025-02-23,837.97
2025-02-24,1620.26
2025-02-24,1531.55
2025-02-24,1415.64
2025-02-24,1448.66
2025-02-24,4371.28
2025-02-24,2749.16
2025-02-24,516.39
2025-02-24,0.03
2025-02-24,0
2025-02-24,8963.83
2025-02-24,1297.85
2025-02-24,1744.72
2025-02-24,361.47
2025-02-25,1600.99
2025-02-25,1545.77
2025-02-25,1400.24
2025-02-25,1430.12
2025-02-25,4287.22
2025-02-25,1791.07
2025-02-25,501.45
2025-02-25,0
2025-02-25,654.15
2025-02-25,8472.3
2025-02-25,782.83
2025-02-26,1575.98
2025-02-26,1538.43
2025-02-26,1379.63
2025-02-26,1408.93
2025-02-26,5450.34
2025-02-26,2043.26
2025-02-26,481.57
2025-02-26,488.61
2025-02-26,1495.49
2025-02-26,6948.26
2025-02-26,0
2025-02-26,441.94
2025-02-27,1536.74
2025-02-27,1393
2025-02-27,1338.73
2025-02-27,1371.12
2025-02-27,5365.29
2025-02-27,1920.2
2025-02-27,480.65
2025-02-27,750.03
2025-02-27,1440.35
2025-02-27,6953.16
2025-02-27,4.84
2025-02-27,755.13
2025-02-28,1461.86
2025-02-28,862.26
2025-02-28,877.79
2025-02-28,0.23
2025-02-28,523.28
2025-02-28,1305.46
2025-02-28,151.03
2025-02-28,4020.14
2025-02-28,1827.01
2025-02-28,458.72
2025-02-28,759.97
2025-02-28,1546.32
2025-02-28,3866.49
2025-02-28,741.6
2025-02-28,541.2
2025-03-01,1568.49
2025-03-01,784.96
2025-03-01,1390.37
2025-03-01,640.11
2025-03-01,1443.41
2025-03-01,686.61
2025-03-01,1563.78
2025-03-01,1896.23
2025-03-01,490.15
2025-03-01,387.17
2025-03-01,803.28
2025-03-01,494.3
2025-03-01,891.15
2025-03-02,1640.58
2025-03-02,820.83
2025-03-02,1321.08
2025-03-02,673.88
2025-03-02,1512.51
2025-03-02,717.91
2025-03-02,983.31
2025-03-02,1918.27
2025-03-02,509.24
2025-03-02,442.87
2025-03-02,783.18
2025-03-02,493.03
2025-03-02,1084.42
2025-03-03,1653.46
2025-03-03,820
2025-03-03,1373.51
2025-03-03,631.48
2025-03-03,1509.76
2025-03-03,720.28
2025-03-03,983.66
2025-03-03,1915.78
2025-03-03,385.36
2025-03-03,465.51
2025-03-03,1873.91
2025-03-03,588.33
2025-03-03,1956.67
2025-03-04,1638.1
2025-03-04,818.07
2025-03-04,1291.66
2025-03-04,669.45
2025-03-04,1499.52
2025-03-04,714.82
2025-03-04,582.93
2025-03-04,1954.66
2025-03-04,23.57
2025-03-04,454.27
2025-03-04,1347.33
2025-03-04,586.04
2025-03-04,1192.85
2025-03-05,1814.47
2025-03-05,998.15
2025-03-05,1000.57
2025-03-05,732.79
2025-03-05,1400.29
2025-03-05,700.09
2025-03-05,696.96
2025-03-05,1931.34
2025-03-05,0.74
2025-03-05,567.78
2025-03-05,2764.57
2025-03-05,866.64
2025-03-05,2452.86
2025-03-06,1884.11
2025-03-06,1034.89
2025-03-06,950.8
2025-03-06,401.37
2025-03-06,673.34
2025-03-06,202.37
2025-03-06,1200.79
2025-03-06,733.63
2025-03-06,1054.87
2025-03-06,1995
2025-03-06,3.03
2025-03-06,621.38
2025-03-06,3182.59
2025-03-06,1174.36
2025-03-06,2195.4
2025-03-07,1690.96
2025-03-07,942.39
2025-03-07,881.03
2025-03-07,417.81
2025-03-07,662.96
2025-03-07,207.3
2025-03-07,1257.24
2025-03-07,573.44
2025-03-07,2861.78
2025-03-07,3879.31
2025-03-07,2.5
2025-03-07,667.36
2025-03-07,1246.17
2025-03-07,712.48
2025-03-07,1522.82
2025-03-08,1670.04
2025-03-08,939.26
2025-03-08,889.2
2025-03-08,418.31
2025-03-08,630
2025-03-08,209.09
2025-03-08,1252.14
2025-03-08,437.68
2025-03-08,3408.45
2025-03-08,3908.23
2025-03-08,2.3
2025-03-08,621.89
2025-03-08,437.88
2025-03-08,976.24
2025-03-08,578.47
2025-03-09,1664.65
2025-03-09,936.95
2025-03-09,895.12
2025-03-09,417.23
2025-03-09,580.38
2025-03-09,208.51
2025-03-09,1254.47
2025-03-09,531.36
2025-03-09,3596.01
2025-03-09,3960.87
2025-03-09,10.37
2025-03-09,717.71
2025-03-09,284.94
2025-03-09,2976.31
2025-03-09,332.92
2025-03-10,1411.95
2025-03-10,798.57
2025-03-10,854.69
2025-03-10,416.68
2025-03-10,576.36
2025-03-10,208.29
2025-03-10,999.74
2025-03-10,277.24
2025-03-10,7389.98
2025-03-10,3937
2025-03-10,6.04
2025-03-10,203.97
2025-03-10,654.46
2025-03-10,2364.56
2025-03-10,2011.42
2025-03-10,4693.37
2025-03-11,1449.65
2025-03-11,836.26
2025-03-11,870.87
2025-03-11,415.58
2025-03-11,566
2025-03-11,207.71
2025-03-11,1044.45
2025-03-11,258.7
2025-03-11,5980.48
2025-03-11,3869.48
2025-03-11,663.14
2025-03-11,1063.36
2025-03-11,636.77
2025-03-11,1590.82
2025-03-11,2086.91
2025-03-11,13188.58
2025-03-12,1460.5
